area_sqft,floors,building_type,structure_type,wall_material,construction_stage,cement_bags,sand_cubic_meters,steel_kg,bricks_units,aggregates_cubic_meters,estimated_days,estimated_cost_inr
1648,2,Residential,Steel Frame,AAC Blocks,Foundation,633,47.46,4746,12657,79.1,15,247200
4815,2,Residential,Load Bearing,Concrete Blocks,Flooring,1647,123.5,12350,32935,205.84,10,481500
4574,3,Commercial,Steel Frame,Concrete Blocks,Framing,1976,148.2,14820,39519,247,30,1829600
3042,4,Residential,RCC,AAC Blocks,Plastering,973,73.01,7301,19469,121.68,20,365040
1014,5,Industrial,RCC,AAC Blocks,Foundation,324,24.34,2434,6490,40.56,15,152100
1281,2,Residential,Load Bearing,Brick,Plastering,487,36.51,3651,9736,60.85,20,153720
2306,3,Commercial,Load Bearing,AAC Blocks,Framing,701,52.58,5258,14020,87.63,30,922400
3476,5,Commercial,Steel Frame,AAC Blocks,Plastering,1335,100.11,10011,26696,166.85,20,417120
3965,1,Industrial,RCC,Concrete Blocks,Plastering,1427,107.05,10706,28548,178.43,20,475800
3504,1,Residential,Load Bearing,AAC Blocks,Excavation,1065,79.89,7989,21304,133.15,5,175200
1261,1,Residential,Steel Frame,Brick,Foundation,605,45.4,4540,12106,75.66,15,189150
1399,4,Commercial,Steel Frame,AAC Blocks,Excavation,537,40.29,4029,10744,67.15,5,69950
3029,1,Residential,Load Bearing,Brick,Plastering,1151,86.33,8633,23020,143.88,20,363480
4048,3,Commercial,RCC,Concrete Blocks,Flooring,1457,109.3,10930,29146,182.16,10,404800
614,4,Industrial,Load Bearing,Brick,Flooring,233,17.5,1750,4666,29.17,10,61400
3422,2,Residential,Steel Frame,Concrete Blocks,Plastering,1478,110.87,11087,29566,184.79,20,410640
3494,5,Residential,Load Bearing,Concrete Blocks,Flooring,1195,89.62,8962,23899,149.37,10,349400
4282,1,Industrial,Load Bearing,Brick,Framing,1627,122.04,12204,32543,203.4,30,1712800
3458,4,Commercial,Load Bearing,Concrete Blocks,Excavation,1183,88.7,8870,23653,147.83,5,172900
3122,4,Commercial,Load Bearing,AAC Blocks,Excavation,949,71.18,7118,18982,118.64,5,156100
2924,5,Industrial,Steel Frame,Concrete Blocks,Flooring,1263,94.74,9474,25263,157.9,10,292400
2652,2,Industrial,RCC,Concrete Blocks,Flooring,955,71.6,7160,19094,119.34,10,265200
4683,3,Commercial,Steel Frame,AAC Blocks,Flooring,1798,134.87,13487,35965,224.78,10,468300
1108,4,Industrial,Load Bearing,Concrete Blocks,Excavation,379,28.42,2842,7579,47.37,5,55400
4038,2,Commercial,Load Bearing,Brick,Flooring,1534,115.08,11508,30689,191.81,10,403800
1209,1,Commercial,Load Bearing,Brick,Framing,459,34.46,3446,9188,57.43,30,483600
3962,2,Commercial,RCC,Brick,Framing,1585,118.86,11886,31696,198.1,30,1584800
4090,5,Commercial,RCC,AAC Blocks,Excavation,1309,98.16,9816,26176,163.6,5,204500
2369,1,Industrial,Load Bearing,Brick,Flooring,900,67.52,6752,18004,112.53,10,236900
4645,5,Industrial,RCC,Concrete Blocks,Flooring,1672,125.41,12542,33444,209.03,10,464500
3538,3,Residential,Load Bearing,Brick,Framing,1344,100.83,10083,26889,168.06,30,1415200
3855,4,Commercial,Steel Frame,Concrete Blocks,Excavation,1665,124.9,12490,33307,208.17,5,192750
4046,2,Industrial,Load Bearing,Concrete Blocks,Framing,1384,103.78,10378,27675,172.97,30,1618400
1174,4,Industrial,Steel Frame,Brick,Excavation,564,42.26,4226,11270,70.44,5,58700
845,1,Residential,RCC,Brick,Flooring,338,25.35,2535,6760,42.25,10,84500
4113,1,Commercial,RCC,AAC Blocks,Flooring,1316,98.71,9871,26323,164.52,10,411300
3427,3,Commercial,RCC,Concrete Blocks,Excavation,1234,92.53,9253,24674,154.22,5,171350
4438,2,Industrial,Load Bearing,AAC Blocks,Flooring,1349,101.19,10119,26983,168.64,10,443800
4677,2,Residential,RCC,Brick,Framing,1871,140.31,14031,37416,233.85,30,1870800
4590,1,Industrial,RCC,Concrete Blocks,Excavation,1652,123.93,12393,33048,206.55,5,229500
838,5,Industrial,Steel Frame,Brick,Framing,402,30.17,3017,8045,50.28,30,335200
4073,5,Commercial,RCC,Brick,Flooring,1629,122.19,12219,32584,203.65,10,407300
1783,3,Commercial,Load Bearing,Brick,Excavation,678,50.82,5082,13551,84.69,5,89150
2231,3,Industrial,Steel Frame,AAC Blocks,Flooring,857,64.25,6425,17134,107.09,10,223100
2709,2,Residential,RCC,Concrete Blocks,Flooring,975,73.14,7314,19505,121.91,10,270900
2562,5,Commercial,RCC,Concrete Blocks,Excavation,922,69.17,6917,18446,115.29,5,128100
2202,3,Commercial,Steel Frame,AAC Blocks,Foundation,846,63.42,6342,16911,105.7,15,330300
3190,1,Industrial,Steel Frame,Concrete Blocks,Excavation,1378,103.36,10336,27562,172.26,5,159500
2528,4,Industrial,Load Bearing,AAC Blocks,Framing,769,57.64,5764,15370,96.06,30,1011200
660,4,Industrial,Load Bearing,Brick,Excavation,251,18.81,1881,5016,31.35,5,33000
689,4,Residential,Steel Frame,Concrete Blocks,Framing,298,22.32,2232,5953,37.21,30,275600
3599,4,Commercial,Load Bearing,Brick,Plastering,1368,102.57,10257,27352,170.95,20,431880
1301,2,Industrial,RCC,Concrete Blocks,Foundation,468,35.13,3513,9367,58.55,15,195150
2196,5,Commercial,RCC,Concrete Blocks,Foundation,791,59.29,5929,15811,98.82,15,329400
4551,4,Industrial,Steel Frame,Concrete Blocks,Plastering,1966,147.45,14745,39321,245.75,20,546120
619,4,Residential,Steel Frame,AAC Blocks,Flooring,238,17.83,1783,4754,29.71,10,61900
2713,1,Commercial,Load Bearing,Concrete Blocks,Excavation,928,69.59,6959,18557,115.98,5,135650
4737,3,Commercial,Steel Frame,Concrete Blocks,Foundation,2046,153.48,15348,40928,255.8,15,710550
4295,4,Commercial,Steel Frame,Brick,Flooring,2062,154.62,15462,41232,257.7,10,429500
3354,5,Residential,Load Bearing,Concrete Blocks,Excavation,1147,86.03,8603,22941,143.38,5,167700
4549,1,Industrial,RCC,AAC Blocks,Plastering,1456,109.18,10918,29114,181.96,20,545880
3581,1,Industrial,Steel Frame,Brick,Plastering,1719,128.92,12892,34378,214.86,20,429720
3208,3,Industrial,RCC,AAC Blocks,Plastering,1027,76.99,7699,20531,128.32,20,384960
4995,2,Residential,RCC,AAC Blocks,Framing,1598,119.88,11988,31968,199.8,30,1998000
2282,4,Commercial,RCC,Concrete Blocks,Framing,822,61.61,6161,16430,102.69,30,912800
3514,1,Commercial,Load Bearing,Concrete Blocks,Plastering,1202,90.13,9013,24036,150.22,20,421680
3803,2,Residential,Load Bearing,Concrete Blocks,Foundation,1301,97.55,9755,26013,162.58,15,570450
4751,1,Industrial,Steel Frame,AAC Blocks,Excavation,1824,136.83,13683,36488,228.05,5,237550
1212,2,Industrial,Steel Frame,Brick,Foundation,582,43.63,4363,11635,72.72,15,181800
602,3,Commercial,Steel Frame,AAC Blocks,Framing,231,17.34,1734,4623,28.9,30,240800
4489,4,Industrial,RCC,AAC Blocks,Framing,1436,107.74,10774,28730,179.56,30,1795600
548,5,Residential,Steel Frame,AAC Blocks,Foundation,210,15.78,1578,4209,26.3,15,82200
2318,3,Industrial,Steel Frame,Brick,Foundation,1113,83.45,8345,22253,139.08,15,347700
2996,3,Residential,Steel Frame,Concrete Blocks,Foundation,1294,97.07,9707,25885,161.78,15,449400
2661,5,Residential,Load Bearing,AAC Blocks,Framing,809,60.67,6067,16179,101.12,30,1064400
2963,2,Residential,Steel Frame,Concrete Blocks,Foundation,1280,96,9600,25600,160,15,444450
3265,1,Commercial,Load Bearing,Brick,Foundation,1241,93.05,9305,24814,155.09,15,489750
2947,5,Industrial,Steel Frame,Concrete Blocks,Foundation,1273,95.48,9548,25462,159.14,15,442050
3260,2,Residential,RCC,AAC Blocks,Foundation,1043,78.24,7824,20864,130.4,15,489000
4218,4,Commercial,RCC,Brick,Foundation,1687,126.54,12654,33744,210.9,15,632700
1723,1,Residential,Load Bearing,Concrete Blocks,Flooring,589,44.19,4419,11785,73.66,10,172300
1050,3,Commercial,Load Bearing,Concrete Blocks,Flooring,359,26.93,2693,7182,44.89,10,105000
3325,2,Residential,Steel Frame,Brick,Flooring,1596,119.7,11970,31920,199.5,10,332500
3788,3,Commercial,RCC,AAC Blocks,Framing,1212,90.91,9091,24243,151.52,30,1515200
965,5,Commercial,RCC,AAC Blocks,Excavation,309,23.16,2316,6176,38.6,5,48250
1887,1,Commercial,Load Bearing,Concrete Blocks,Foundation,645,48.4,4840,12907,80.67,15,283050
3855,2,Residential,Load Bearing,Concrete Blocks,Excavation,1318,98.88,9888,26368,164.8,5,192750
1307,1,Commercial,RCC,Concrete Blocks,Plastering,471,35.29,3529,9410,58.82,20,156840
3226,4,Industrial,RCC,Concrete Blocks,Excavation,1161,87.1,8710,23227,145.17,5,161300
924,3,Residential,RCC,AAC Blocks,Foundation,296,22.18,2218,5914,36.96,15,138600
2274,5,Residential,RCC,Brick,Foundation,910,68.22,6822,18192,113.7,15,341100
3656,5,Residential,Load Bearing,AAC Blocks,Framing,1111,83.36,8336,22228,138.93,30,1462400
4651,4,Residential,Steel Frame,Concrete Blocks,Framing,2009,150.69,15069,40185,251.15,30,1860400
1371,3,Industrial,RCC,AAC Blocks,Foundation,439,32.9,3290,8774,54.84,15,205650
3756,3,Commercial,Load Bearing,Brick,Flooring,1427,107.05,10705,28546,178.41,10,375600
2198,5,Industrial,Load Bearing,Brick,Excavation,835,62.64,6264,16705,104.41,5,109900
550,1,Residential,Steel Frame,Brick,Framing,264,19.8,1980,5280,33,30,220000
2918,3,Commercial,Steel Frame,Brick,Framing,1401,105.05,10505,28013,175.08,30,1167200
605,1,Industrial,RCC,AAC Blocks,Excavation,194,14.52,1452,3872,24.2,5,30250
2806,1,Commercial,Steel Frame,Brick,Plastering,1347,101.02,10102,26938,168.36,20,336720
4881,3,Residential,RCC,Concrete Blocks,Framing,1757,131.79,13179,35143,219.65,30,1952400
2836,1,Commercial,Load Bearing,Brick,Flooring,1078,80.83,8083,21554,134.71,10,283600
1143,5,Residential,Steel Frame,Concrete Blocks,Plastering,494,37.03,3703,9876,61.72,20,137160
2671,5,Industrial,Load Bearing,Concrete Blocks,Plastering,913,68.51,6851,18270,114.19,20,320520
1317,1,Commercial,RCC,Concrete Blocks,Excavation,474,35.56,3556,9482,59.27,5,65850
3756,1,Commercial,Load Bearing,Concrete Blocks,Plastering,1285,96.34,9634,25691,160.57,20,450720
1186,5,Industrial,RCC,Brick,Framing,474,35.58,3558,9488,59.3,30,474400
3117,3,Commercial,Load Bearing,Concrete Blocks,Excavation,1066,79.95,7995,21320,133.25,5,155850
4098,5,Industrial,RCC,Brick,Excavation,1639,122.94,12294,32784,204.9,5,204900
1221,3,Industrial,Steel Frame,Brick,Framing,586,43.96,4396,11722,73.26,30,488400
2341,3,Commercial,Steel Frame,AAC Blocks,Flooring,899,67.42,6742,17979,112.37,10,234100
4225,4,Residential,Steel Frame,AAC Blocks,Flooring,1622,121.68,12168,32448,202.8,10,422500
1812,5,Industrial,Steel Frame,Brick,Plastering,870,65.23,6523,17395,108.72,20,217440
668,4,Commercial,Load Bearing,Brick,Excavation,254,19.04,1904,5077,31.73,5,33400
2917,4,Industrial,Load Bearing,AAC Blocks,Plastering,887,66.51,6651,17735,110.85,20,350040
4385,2,Industrial,Steel Frame,AAC Blocks,Excavation,1684,126.29,12629,33677,210.48,5,219250
4057,1,Commercial,Load Bearing,Concrete Blocks,Flooring,1387,104.06,10406,27750,173.44,10,405700
4284,4,Commercial,Steel Frame,Concrete Blocks,Flooring,1851,138.8,13880,37014,231.34,10,428400
3505,1,Commercial,RCC,AAC Blocks,Plastering,1122,84.12,8412,22432,140.2,20,420600
1946,1,Residential,Steel Frame,Concrete Blocks,Framing,841,63.05,6305,16813,105.08,30,778400
2710,3,Commercial,RCC,AAC Blocks,Excavation,867,65.04,6504,17344,108.4,5,135500
2466,4,Commercial,Load Bearing,AAC Blocks,Flooring,750,56.22,5622,14993,93.71,10,246600
3727,5,Commercial,Load Bearing,Concrete Blocks,Framing,1275,95.6,9560,25493,159.33,30,1490800
3228,1,Industrial,Load Bearing,AAC Blocks,Plastering,981,73.6,7360,19626,122.66,20,387360
2491,5,Industrial,Steel Frame,AAC Blocks,Plastering,957,71.74,7174,19131,119.57,20,298920
618,3,Residential,Load Bearing,Concrete Blocks,Foundation,211,15.85,1585,4227,26.42,15,92700
3098,4,Residential,RCC,Brick,Flooring,1239,92.94,9294,24784,154.9,10,309800
1056,5,Commercial,Load Bearing,Concrete Blocks,Plastering,361,27.09,2709,7223,45.14,20,126720
877,4,Commercial,RCC,Concrete Blocks,Plastering,316,23.68,2368,6314,39.47,20,105240
1546,3,Commercial,Steel Frame,AAC Blocks,Flooring,594,44.52,4452,11873,74.21,10,154600
1930,5,Industrial,Steel Frame,Brick,Framing,926,69.48,6948,18528,115.8,30,772000
3066,3,Commercial,Steel Frame,AAC Blocks,Flooring,1177,88.3,8830,23547,147.17,10,306600
3722,3,Residential,Steel Frame,AAC Blocks,Flooring,1429,107.19,10719,28585,178.66,10,372200
1529,3,Industrial,Steel Frame,Concrete Blocks,Plastering,661,49.54,4954,13211,82.57,20,183480
2871,5,Commercial,Steel Frame,AAC Blocks,Plastering,1102,82.68,8268,22049,137.81,20,344520
1668,3,Commercial,RCC,Concrete Blocks,Flooring,600,45.04,4504,12010,75.06,10,166800
3961,1,Industrial,Steel Frame,Concrete Blocks,Plastering,1711,128.34,12834,34223,213.89,20,475320
4704,5,Residential,Load Bearing,Concrete Blocks,Excavation,1609,120.66,12066,32175,201.1,5,235200
2924,2,Commercial,Steel Frame,Concrete Blocks,Flooring,1263,94.74,9474,25263,157.9,10,292400
4298,3,Industrial,Steel Frame,AAC Blocks,Framing,1650,123.78,12378,33009,206.3,30,1719200
1920,4,Residential,Load Bearing,Concrete Blocks,Plastering,657,49.25,4925,13133,82.08,20,230400
2510,1,Commercial,Steel Frame,AAC Blocks,Excavation,964,72.29,7229,19277,120.48,5,125500
4343,2,Commercial,Load Bearing,AAC Blocks,Plastering,1320,99.02,9902,26405,165.03,20,521160
2290,3,Commercial,Steel Frame,AAC Blocks,Excavation,879,65.95,6595,17587,109.92,5,114500
3766,1,Residential,Load Bearing,Concrete Blocks,Framing,1288,96.6,9660,25759,161,30,1506400
2792,3,Commercial,RCC,AAC Blocks,Plastering,893,67.01,6701,17869,111.68,20,335040
4088,5,Commercial,RCC,Brick,Framing,1635,122.64,12264,32704,204.4,30,1635200
1914,1,Residential,Steel Frame,Concrete Blocks,Foundation,827,62.01,6201,16537,103.36,15,287100
4436,1,Industrial,Load Bearing,AAC Blocks,Plastering,1349,101.14,10114,26971,168.57,20,532320
2932,1,Industrial,Steel Frame,Brick,Excavation,1407,105.55,10555,28147,175.92,5,146600
1929,3,Commercial,Load Bearing,AAC Blocks,Foundation,586,43.98,4398,11728,73.3,15,289350
3852,3,Industrial,Steel Frame,Brick,Framing,1849,138.67,13867,36979,231.12,30,1540800
4324,4,Residential,RCC,AAC Blocks,Plastering,1384,103.78,10378,27674,172.96,20,518880
1024,4,Residential,Load Bearing,Concrete Blocks,Excavation,350,26.27,2627,7004,43.78,5,51200
1815,3,Commercial,Load Bearing,Concrete Blocks,Flooring,621,46.55,4655,12415,77.59,10,181500
1998,2,Commercial,Steel Frame,Brick,Flooring,959,71.93,7193,19181,119.88,10,199800
1503,4,Commercial,Load Bearing,Brick,Plastering,571,42.84,4284,11423,71.39,20,180360
4900,2,Commercial,Steel Frame,Brick,Framing,2352,176.4,17640,47040,294,30,1960000
4383,2,Residential,Load Bearing,AAC Blocks,Plastering,1332,99.93,9993,26649,166.55,20,525960
4810,1,Commercial,Steel Frame,Concrete Blocks,Plastering,2078,155.84,15584,41558,259.74,20,577200
1453,4,Commercial,Load Bearing,Concrete Blocks,Foundation,497,37.27,3727,9939,62.12,15,217950
3562,5,Residential,Load Bearing,Concrete Blocks,Excavation,1218,91.37,9137,24364,152.28,5,178100
2101,1,Commercial,RCC,Brick,Framing,840,63.03,6303,16808,105.05,30,840400
3315,3,Industrial,Load Bearing,Concrete Blocks,Framing,1134,85.03,8503,22675,141.72,30,1326000
1415,2,Residential,Steel Frame,AAC Blocks,Flooring,543,40.75,4075,10867,67.92,10,141500
1169,5,Residential,Load Bearing,Concrete Blocks,Framing,400,29.98,2998,7996,49.97,30,467600
2198,3,Commercial,Load Bearing,AAC Blocks,Framing,668,50.11,5011,13364,83.52,30,879200
1746,5,Residential,Load Bearing,AAC Blocks,Framing,531,39.81,3981,10616,66.35,30,698400
2606,4,Residential,Load Bearing,AAC Blocks,Foundation,792,59.42,5942,15844,99.03,15,390900
3883,2,Commercial,Load Bearing,Brick,Plastering,1476,110.67,11067,29511,184.44,20,465960
3333,3,Residential,Steel Frame,Concrete Blocks,Flooring,1440,107.99,10799,28797,179.98,10,333300
1552,5,Industrial,Load Bearing,Concrete Blocks,Framing,531,39.81,3981,10616,66.35,30,620800
4347,3,Industrial,Steel Frame,AAC Blocks,Plastering,1669,125.19,12519,33385,208.66,20,521640
3639,1,Commercial,RCC,Brick,Plastering,1456,109.17,10917,29112,181.95,20,436680
4584,4,Commercial,Load Bearing,Brick,Framing,1742,130.64,13064,34838,217.74,30,1833600
1283,4,Commercial,Steel Frame,Brick,Framing,616,46.19,4619,12317,76.98,30,513200
1515,1,Commercial,Load Bearing,Concrete Blocks,Excavation,518,38.86,3886,10363,64.77,5,75750
2606,5,Commercial,RCC,Brick,Excavation,1042,78.18,7818,20848,130.3,5,130300
3992,4,Commercial,Steel Frame,Brick,Flooring,1916,143.71,14371,38323,239.52,10,399200
2810,5,Industrial,Steel Frame,AAC Blocks,Framing,1079,80.93,8093,21581,134.88,30,1124000
2887,5,Industrial,Load Bearing,AAC Blocks,Plastering,878,65.82,6582,17553,109.71,20,346440
1103,4,Industrial,RCC,AAC Blocks,Plastering,353,26.47,2647,7059,44.12,20,132360
3361,1,Industrial,RCC,Brick,Excavation,1344,100.83,10083,26888,168.05,5,168050
1477,1,Residential,Steel Frame,Brick,Excavation,709,53.17,5317,14179,88.62,5,73850
1648,5,Industrial,Steel Frame,AAC Blocks,Flooring,633,47.46,4746,12657,79.1,10,164800
3572,3,Industrial,Load Bearing,Concrete Blocks,Flooring,1222,91.62,9162,24432,152.7,10,357200
3881,3,Residential,Steel Frame,Brick,Flooring,1863,139.72,13972,37258,232.86,10,388100
3794,4,Industrial,Steel Frame,AAC Blocks,Excavation,1457,109.27,10927,29138,182.11,5,189700
3461,2,Commercial,Load Bearing,Concrete Blocks,Plastering,1184,88.77,8877,23673,147.96,20,415320
3050,5,Commercial,Load Bearing,AAC Blocks,Excavation,927,69.54,6954,18544,115.9,5,152500
1023,4,Residential,RCC,Concrete Blocks,Flooring,368,27.62,2762,7366,46.04,10,102300
4717,2,Residential,RCC,AAC Blocks,Framing,1509,113.21,11321,30189,188.68,30,1886800
2389,5,Residential,RCC,Concrete Blocks,Plastering,860,64.5,6450,17201,107.51,20,286680
998,5,Commercial,RCC,Concrete Blocks,Flooring,359,26.95,2695,7186,44.91,10,99800
4829,1,Commercial,RCC,Brick,Flooring,1932,144.87,14487,38632,241.45,10,482900
1687,5,Industrial,Steel Frame,AAC Blocks,Plastering,648,48.59,4859,12956,80.98,20,202440
4291,1,Residential,Steel Frame,Concrete Blocks,Plastering,1854,139.03,13903,37074,231.71,20,514920
1067,2,Industrial,Load Bearing,Brick,Excavation,405,30.41,3041,8109,50.68,5,53350
1600,2,Residential,Steel Frame,AAC Blocks,Flooring,614,46.08,4608,12288,76.8,10,160000
2775,1,Commercial,RCC,Brick,Foundation,1110,83.25,8325,22200,138.75,15,416250
2525,5,Industrial,Load Bearing,Concrete Blocks,Excavation,864,64.77,6477,17271,107.94,5,126250
3951,5,Industrial,Load Bearing,Concrete Blocks,Plastering,1351,101.34,10134,27025,168.91,20,474120
1041,5,Industrial,Steel Frame,Concrete Blocks,Excavation,450,33.73,3373,8994,56.21,5,52050
2175,1,Industrial,RCC,Brick,Plastering,870,65.25,6525,17400,108.75,20,261000
2010,4,Industrial,Steel Frame,AAC Blocks,Framing,772,57.89,5789,15437,96.48,30,804000
3185,1,Industrial,Steel Frame,Concrete Blocks,Excavation,1376,103.19,10319,27518,171.99,5,159250
1064,5,Industrial,RCC,Brick,Excavation,426,31.92,3192,8512,53.2,5,53200
3501,4,Residential,Load Bearing,Concrete Blocks,Flooring,1197,89.8,8980,23947,149.67,10,350100
635,4,Commercial,RCC,Brick,Foundation,254,19.05,1905,5080,31.75,15,95250
1133,4,Industrial,RCC,Concrete Blocks,Foundation,408,30.59,3059,8158,50.99,15,169950
4208,4,Residential,RCC,Brick,Excavation,1683,126.24,12624,33664,210.4,5,210400
4650,5,Residential,Steel Frame,AAC Blocks,Foundation,1786,133.92,13392,35712,223.2,15,697500
4218,4,Industrial,RCC,Concrete Blocks,Excavation,1518,113.89,11389,30370,189.81,5,210900
3155,3,Industrial,Steel Frame,Concrete Blocks,Foundation,1363,102.22,10222,27259,170.37,15,473250
3918,2,Industrial,RCC,Concrete Blocks,Plastering,1410,105.79,10579,28210,176.31,20,470160
1563,1,Residential,Steel Frame,AAC Blocks,Foundation,600,45.01,4501,12004,75.02,15,234450
2315,5,Residential,Load Bearing,AAC Blocks,Plastering,704,52.78,5278,14075,87.97,20,277800
1976,2,Commercial,Load Bearing,Concrete Blocks,Excavation,676,50.68,5068,13516,84.47,5,98800
3245,3,Industrial,RCC,Brick,Foundation,1298,97.35,9735,25960,162.25,15,486750
2273,2,Industrial,Load Bearing,AAC Blocks,Foundation,691,51.82,5182,13820,86.37,15,340950
1037,5,Industrial,Load Bearing,AAC Blocks,Framing,315,23.64,2364,6305,39.41,30,414800
1247,2,Industrial,Steel Frame,Concrete Blocks,Flooring,539,40.4,4040,10774,67.34,10,124700
2895,4,Industrial,Load Bearing,Concrete Blocks,Foundation,990,74.26,7426,19802,123.76,15,434250
3270,1,Commercial,RCC,Brick,Framing,1308,98.1,9810,26160,163.5,30,1308000
1633,2,Commercial,Load Bearing,Brick,Excavation,621,46.54,4654,12411,77.57,5,81650
4941,1,Commercial,RCC,AAC Blocks,Framing,1581,118.58,11858,31622,197.64,30,1976400
2912,4,Residential,RCC,AAC Blocks,Foundation,932,69.89,6989,18637,116.48,15,436800
4237,1,Industrial,RCC,Brick,Foundation,1695,127.11,12711,33896,211.85,15,635550
1607,4,Commercial,Steel Frame,Brick,Foundation,771,57.85,5785,15427,96.42,15,241050
1829,2,Residential,Steel Frame,Brick,Excavation,878,65.84,6584,17558,109.74,5,91450
4349,2,Commercial,Load Bearing,AAC Blocks,Flooring,1322,99.16,9916,26442,165.26,10,434900
2478,2,Industrial,Load Bearing,Brick,Plastering,942,70.62,7062,18833,117.7,20,297360
3175,1,Residential,Steel Frame,Brick,Plastering,1524,114.3,11430,30480,190.5,20,381000
