ProjectType,ProjectSize_sqm,Location,Complexity,NumFloors,StartDate,EndDate,ConstructionCost,MaterialCost,LaborCost,EquipmentCost,PermitCost,ContingencyCost,OverheadCost,NumWorkers,WeatherConditions,PrevProjectCompletionTime,PrevProjectCost,ConstructionLevel
Residential,14296,Urban,3,45,27-02-2018 19:33,10-05-2020 19:33,6489847.879,2577564.375,2085937.124,502714.3106,226106.9238,328150.8935,1058457.382,86,Storm,293,34757425.39,Large
Industrial,4196,Rural,4,27,19-04-2015 06:07,06-03-2016 06:07,9626409.47,5141457.44,1496958.222,943223.1656,267648.14,636995.9565,1607801.654,18,Snow,626,77199300.76,Small
Commercial,3762,Urban,4,3,17-10-2016 19:45,08-07-2017 19:45,8357979.867,2452573.854,2403424.726,808904.3788,111967.5851,418153.7968,1173692.324,68,Snow,242,98182079.62,Small
Infrastructure,18268,Urban,1,17,04-06-2023 05:50,03-02-2026 05:50,17419289.68,6535179.389,6840374.594,2330954.483,184964.3689,731105.6297,2830548.306,150,Storm,654,25941644.66,Large
Commercial,16005,Urban,4,31,08-10-2015 05:42,14-03-2018 05:42,38037190.24,10031131.7,10644241.01,5090086.439,1134456.926,3668458.874,4390264.493,224,Foggy,478,81992084.24,Large
Industrial,17702,Urban,5,11,02-01-2016 23:59,12-11-2018 23:59,27784630.95,6068287.157,4909243.944,3542561.013,865928.6815,1316497.851,2386270.166,200,Foggy,806,91935621.81,Large
Industrial,9647,Suburban,4,5,03-08-2015 04:35,14-02-2017 04:35,4093144.503,898953.8741,1143954.284,457514.7623,137467.2444,182321.1557,490652.3876,298,Windy,173,97783588.55,Medium
Infrastructure,666,Urban,5,43,12-07-2024 15:24,05-11-2024 15:24,970311.0535,333466.6333,165684.5703,103394.6833,26171.20586,54850.0068,55464.98085,214,Storm,339,51781359.09,Small
Commercial,11643,Rural,4,40,20-08-2024 16:01,04-07-2026 16:01,4847508.915,2125693.37,977619.9445,270081.4352,88308.3588,149865.0258,820864.5011,292,Clear,195,62474402.37,Large
Industrial,7896,Suburban,2,20,20-01-2024 08:19,15-06-2025 08:19,10080941.4,3250121.148,2260063.878,1458397.247,401829.0033,417695.1066,1556754.082,271,Windy,740,55512260.37,Medium
Industrial,5519,Suburban,3,50,22-06-2021 01:56,30-05-2022 01:56,9730048.478,3144442.028,1953449.13,679354.3231,58789.36262,653470.7161,583411.0611,126,Clear,602,26565180.73,Medium
Educational,11534,Rural,4,50,25-07-2021 13:10,20-05-2023 13:10,22437395.16,7817323.755,8070557.999,1435496.48,751288.1964,1450945.426,4357633.576,231,Windy,268,31421899.54,Large
Industrial,4459,Suburban,4,22,27-08-2016 11:04,13-06-2017 11:04,2926269.746,1505109.31,655907.4185,294065.4939,102687.1279,266275.7912,467271.0278,235,Rain,167,74152970.35,Small
Commercial,19125,Urban,4,2,06-03-2020 22:21,17-02-2023 22:21,42092044.43,24894207.06,11304248.32,5513645.882,1856040.741,2707981.107,6101283.201,279,Storm,760,76119637.39,Large
Commercial,19295,Rural,2,7,04-05-2017 05:00,02-02-2020 05:00,38755065.86,14197837.98,12429288.12,4904145.405,1595367.229,2997681.255,7386499.911,88,Snow,534,22780847.71,Large
Commercial,16286,Rural,5,25,06-02-2015 22:29,07-07-2017 22:29,9390540.511,4368839.858,2717443.955,1180605.388,271870.4388,740762.4883,767795.7161,199,Rain,66,63610537.65,Large
Educational,2710,Urban,3,14,01-10-2023 12:09,12-07-2024 12:09,4209587.241,1393436.785,702161.9515,457352.3847,128301.5202,203519.0926,695425.3891,12,Storm,885,52840258.75,Small
Residential,11418,Suburban,4,16,22-10-2018 07:00,30-08-2020 07:00,21064693.75,11144816.28,3616007.493,1347173.51,986397.2097,1287237.259,2294542.27,243,Foggy,152,52319365.63,Large
Educational,10085,Suburban,2,36,30-05-2021 17:45,16-01-2023 17:45,5127640.725,1800572.746,1462716.599,705780.3558,86495.17821,224861.7173,1007415.513,128,Snow,881,63477976.02,Large
Industrial,17561,Urban,1,45,18-11-2023 04:40,16-05-2026 04:40,36227196.82,12393544.14,11769792.99,4293516.044,1444463.338,2664403.522,3260194.51,77,Snow,165,69839130.51,Large
Infrastructure,580,Rural,2,9,16-01-2023 00:36,20-05-2023 00:36,1285224.94,667779.0528,502597.1825,114372.5756,56501.16218,63088.2335,176023.3585,249,Clear,485,96435075.32,Small
Residential,851,Rural,4,35,24-08-2022 06:42,11-02-2023 06:42,1274248.5,457616.458,412114.228,116023.6634,63129.40853,98029.20241,147969.0676,287,Foggy,749,73635776.6,Small
Residential,1871,Urban,1,30,16-06-2021 03:09,27-11-2021 03:09,1754899.803,1022955.304,377133.8372,212106.2447,20607.2764,126138.4421,94258.94525,94,Snow,804,13943276.43,Small
Industrial,9313,Rural,4,37,31-08-2017 16:37,08-05-2019 16:37,23213032.49,10103636.29,6590789.808,3436947.837,697855.6626,2315077.908,3804879.22,22,Storm,727,66077793.19,Medium
Commercial,18798,Rural,3,45,18-09-2019 05:04,24-08-2022 05:04,32704095.54,9560660.725,5791855.052,3757102.786,813772.2785,1474743.017,4844917.691,48,Windy,948,34247150.65,Large
Educational,5676,Suburban,1,1,15-06-2018 07:53,15-05-2019 07:53,4870253.667,1233970.647,1798405.645,304365.2699,145676.1607,427060.5448,536270.9123,298,Windy,320,34797135.95,Medium
Residential,11716,Suburban,2,40,13-04-2015 16:46,11-11-2016 16:46,28379276.71,14924623.38,5856625.045,3512323.929,1190005.714,1249790.579,1630410.72,123,Windy,112,81272695.84,Large
Residential,14995,Suburban,4,17,07-11-2022 20:21,03-01-2025 20:21,32052377.23,10805747.28,6285383.472,2791999.874,1415676.317,2864335.764,2501909.277,99,Storm,172,71194073.42,Large
Infrastructure,12785,Urban,4,24,24-02-2019 13:13,03-05-2021 13:13,25140579.47,10395233.17,4314181.646,3349155.715,850291.9962,2294764.554,4096153.408,156,Rain,942,60115662.56,Large
Infrastructure,13949,Rural,1,33,03-11-2024 13:40,24-01-2027 13:40,27581436.41,13155848.4,5648086.302,2521378.392,325495.3149,1969941.478,5012382.864,63,Windy,907,12707515.1,Large
Educational,14431,Urban,2,50,09-06-2021 16:46,13-09-2023 16:46,31865291.56,14349545.93,10400613.76,3414389.034,762795.1672,2191608.337,2659509.726,267,Storm,552,68855674.55,Large
Commercial,9618,Urban,4,37,17-11-2023 11:55,28-05-2025 11:55,22311278.1,7957406.847,6201892.654,1254945.789,1081573.32,2195699.633,2635793.448,36,Foggy,79,45934607.2,Medium
Residential,12384,Rural,4,6,23-03-2016 04:37,04-03-2018 04:37,8394821.781,2649141.618,2228936.411,843409.6085,340523.3691,612227.5291,1150571.363,208,Windy,550,51707297.22,Large
Residential,16450,Urban,3,3,05-03-2017 16:38,09-10-2019 16:38,25826217.3,10286824.47,8346491.483,1560067.981,922577.6921,1478451.563,3593112.789,240,Storm,777,59256793.2,Large
Residential,12578,Rural,3,49,23-03-2022 00:17,10-04-2024 00:17,26051734.46,10899744.01,6510062.4,2456290.379,240601.635,1856393.756,4818225.975,207,Rain,557,68145721.97,Large
Residential,10327,Rural,2,14,12-01-2017 07:02,09-08-2018 07:02,16751040.19,7115241.941,2913193.637,1126071.664,569056.0362,1220119.087,2259755.918,245,Storm,425,73036944.37,Large
Industrial,10987,Urban,5,10,12-01-2024 03:49,27-09-2025 03:49,14644030.39,5836254.548,4549907.373,2146009.997,468526.0047,580232.1199,1184491.416,81,Snow,58,22822925.55,Large
Residential,10483,Urban,2,29,10-10-2016 02:28,08-06-2018 02:28,24723535.69,12390957.01,7986514.253,3626362.444,131133.4651,1176603.648,4795379.553,247,Storm,266,89638775.51,Large
Educational,15522,Urban,2,8,20-06-2020 06:00,03-11-2022 06:00,36786142.97,20955201.48,10551314.58,3746233.27,384039.1714,2714168.574,6204395.785,46,Rain,254,21547473.66,Large
Residential,17489,Suburban,5,34,18-01-2019 03:48,28-09-2021 03:48,9228436.155,3507950.306,3387987.107,1091658.349,335375.2483,404873.0362,568565.7543,35,Storm,204,30079432.69,Large
Commercial,1597,Suburban,1,7,21-08-2022 18:04,29-11-2022 18:04,2579631.998,996928.0552,422373.8915,220278.2485,114967.8457,177518.4784,246660.5683,151,Storm,91,48182210.36,Small
Commercial,8935,Urban,2,22,07-02-2020 13:35,08-07-2021 13:35,11563256.1,5673141.42,3321583.109,1359677.921,290070.4547,1036122.401,2084485.967,146,Snow,393,74885278.17,Medium
Residential,11711,Rural,2,11,14-11-2017 21:58,26-08-2019 21:58,14119749.84,4256767.36,4343787.421,1729534.233,412231.792,1301676.102,1519959.834,34,Snow,395,65478120.74,Large
Educational,13907,Urban,3,6,07-08-2022 06:13,04-09-2024 06:13,23346995.61,13431464.75,6970545.547,2657082.676,282763.1652,999749.8433,4248929.791,251,Foggy,158,14246450.95,Large
Residential,9187,Rural,3,14,09-07-2019 07:39,05-02-2021 07:39,19565202.15,5610310.712,7601728.957,2750787.997,447004.6282,1921262.629,2728507.504,299,Clear,741,86816588.16,Medium
Residential,18925,Rural,2,35,23-08-2019 11:11,20-05-2022 11:11,12530426.61,7450976.293,3437833.075,1386313.601,489773.4231,1130270.275,1580753.587,129,Foggy,222,38763904.1,Large
Commercial,19136,Suburban,1,46,28-02-2021 16:10,23-12-2023 16:10,20967194.88,6665928.288,7880897.235,1105142.305,821176.745,2082925.323,1528827.165,103,Foggy,428,3301099.341,Large
Infrastructure,19334,Urban,5,47,29-03-2019 19:22,29-03-2022 19:22,27495920.85,9948951.389,4462126.497,3747160.704,195795.7739,2563519.785,2232258.094,49,Storm,549,57728357.04,Large
Commercial,3396,Rural,4,8,27-04-2023 13:35,05-12-2023 13:35,8388263.315,2167042.251,1427292.467,1117706.224,322135.2026,324508.902,859251.5517,160,Clear,73,21843429.85,Small
Industrial,6592,Urban,1,49,07-05-2015 09:05,20-08-2016 09:05,3632446.922,1832821.573,971176.7092,298712.301,79626.23723,238328.7167,419699.7227,107,Snow,974,31784630.91,Medium
Infrastructure,5567,Rural,4,30,19-10-2023 07:17,24-11-2024 07:17,5347020.345,2018729.589,1439243.98,741467.022,169466.3176,464063.6442,372671.1227,225,Clear,594,56993650.74,Medium
Industrial,15667,Rural,4,16,01-10-2019 22:48,14-04-2022 22:48,6971071.245,3601184.714,1399425.841,905461.2313,101638.6475,547927.0807,669088.4459,250,Storm,776,11732386.98,Large
Commercial,10283,Urban,5,4,29-03-2023 02:02,07-11-2024 02:02,20160853.45,11034103.57,3439679.35,1115494.614,355885.0106,1060720.803,2193067.275,177,Rain,103,38627591.15,Large
Residential,4980,Urban,5,26,15-01-2021 10:04,22-02-2022 10:04,6148718.45,1950319.024,1586562.335,616314.8134,53144.94617,265990.286,1191651.431,300,Storm,727,58264881.02,Small
Industrial,12767,Rural,3,30,11-09-2019 05:26,11-09-2021 05:26,22837358.52,11913172.19,4911945.532,2058838.747,133060.389,1347015.228,1488116.88,261,Snow,456,93502793.77,Large
Commercial,14710,Urban,3,49,14-07-2021 03:05,29-09-2023 03:05,9756863.508,3902067.252,3817686.157,1076812.318,243023.7459,832253.9013,1510258.855,121,Rain,285,11451508.83,Large
Commercial,6023,Suburban,5,19,03-05-2023 22:10,17-06-2024 22:10,12763732.95,3614504.115,4342817.327,980459.0469,114824.0942,1143232.344,1721407.921,95,Rain,481,34419292.57,Medium
Educational,7675,Urban,2,42,21-04-2015 20:48,02-08-2016 20:48,4195549.582,1619874.912,1424110.721,547256.3933,45501.46407,310215.3611,368227.7576,119,Clear,780,77723618.54,Medium
Commercial,4762,Urban,2,30,14-10-2015 15:52,01-09-2016 15:52,6869873.602,2546213.935,2517595.796,438025.0854,265186.2751,235771.9608,480801.8944,174,Foggy,380,36809507.22,Small
Industrial,17066,Suburban,2,26,07-01-2018 11:06,14-07-2020 11:06,35901283.07,13596636.69,6499682.033,3364559.506,1284291.512,1562245.84,3173013.655,73,Storm,479,28617919.62,Large
Educational,10396,Suburban,5,38,03-08-2017 23:05,19-05-2019 23:05,11795229.43,5667486.101,2577345.131,1059968.402,283794.9176,563462.5012,1170921.489,235,Clear,555,90071288.97,Large
Infrastructure,11038,Rural,5,18,04-03-2021 15:17,24-11-2022 15:17,20721880.33,7876415.854,6660320.388,3094827.285,671161.4754,819219.8804,2419346.41,270,Clear,80,85753747.53,Large
Educational,9823,Rural,3,1,20-08-2019 00:30,17-02-2021 00:30,23016135.7,11324091.64,5340513.32,1807299.517,856404.9869,1139978.408,2466562.006,10,Foggy,91,66868915.14,Medium
Residential,7014,Rural,2,39,06-03-2024 20:15,05-04-2025 20:15,14391440.65,7778131.192,5276936.25,737412.2744,544785.2826,1225906.238,1245073.33,223,Windy,374,48828753.86,Medium
Educational,10570,Rural,2,25,03-01-2024 11:06,15-08-2025 11:06,18887129.67,7428333.184,7432886.868,1340193.601,380728.1172,1368922.631,1790977.497,201,Rain,513,72894549.47,Large
Infrastructure,19716,Rural,4,25,04-07-2023 17:43,30-06-2026 17:43,11487831.36,4734225.664,2484687.378,1597725.884,315080.03,770406.3097,849546.9232,109,Storm,823,24069361.44,Large
Industrial,15738,Suburban,4,30,05-03-2023 09:18,01-10-2025 09:18,22046401.56,6237122.525,8806406.166,1690101.384,372924.8678,1073392.518,3521912.313,110,Storm,855,94927782.64,Large
Educational,13688,Rural,3,28,30-11-2019 03:05,22-11-2021 03:05,21934044.36,6123221.751,3899619.291,1203710.212,497640.2827,1671831.95,3047979.494,95,Rain,95,88021488.9,Large
Educational,19000,Rural,4,18,08-08-2015 03:12,06-07-2018 03:12,33098741.45,11705221.09,7673088.676,2898689.908,401952.7069,1066769.111,2666191.977,88,Clear,935,72302094.18,Large
Commercial,6299,Urban,4,6,03-08-2020 15:58,15-09-2021 15:58,10640393.06,2322901.166,3162258.171,542228.5288,145338.5275,724286.2804,1402872.797,266,Foggy,390,10272618.4,Medium
Educational,10942,Suburban,4,23,12-07-2021 16:12,18-06-2023 16:12,26075013.94,14860319.05,6839919.112,2351420.89,322697.6329,1895382.979,3066188.651,34,Clear,890,95879863.55,Large
Infrastructure,13961,Suburban,3,27,17-11-2015 10:41,04-01-2018 10:41,20958040.23,7294995.088,5152285.249,2451005.435,792766.4569,1070380.906,4189157.009,248,Clear,405,24106484.87,Large
Educational,17167,Urban,1,17,26-11-2023 04:45,20-05-2026 04:45,29620197.59,7835130.964,11436834,3429850.808,457475.5686,934600.6863,2096078.536,240,Rain,105,12901647.06,Large
Educational,18760,Urban,2,22,15-01-2017 01:57,03-11-2019 01:57,41885756.76,24594087.44,8538781.228,3446702.891,1292182.875,2393013.525,4896186.419,144,Windy,744,98951872.46,Large
Commercial,17270,Suburban,3,39,21-08-2023 12:54,05-03-2026 12:54,9104062.26,2241071.667,3258255.032,604942.1042,408618.221,415225.976,652534.2208,197,Storm,350,94404205.78,Large
Commercial,14577,Suburban,1,9,22-11-2015 12:50,26-02-2018 12:50,7824533.085,3800822.705,3088783.146,832649.1038,370223.0759,641695.28,1035463.787,278,Foggy,839,75332088.76,Large
Commercial,14076,Urban,4,35,25-01-2017 10:00,21-05-2019 10:00,14009822.19,4806682.874,5356465.96,1610841.97,361730.5815,901651.0886,707209.0036,76,Storm,867,77668152.17,Large
Educational,750,Suburban,2,44,14-09-2020 16:22,31-01-2021 16:22,1388274.626,825244.6696,452594.9357,169913.4337,12571.03707,98763.88471,262285.4595,72,Windy,792,34007868.74,Small
Infrastructure,14439,Urban,4,45,20-02-2017 13:44,03-06-2019 13:44,18213340.74,6591715.288,2861739.763,1597185.102,902359.7975,711236.8024,1962096.648,129,Windy,752,60608074.82,Large
Residential,11381,Rural,5,15,02-03-2022 09:48,29-03-2024 09:48,23607397.52,12703614.21,7830280.425,3090303.941,194140.9608,1964789.205,3582554.136,90,Windy,903,31453456.05,Large
Commercial,541,Rural,1,36,26-09-2023 04:05,20-12-2023 04:05,607994.1029,325215.5556,218332.2344,61598.31635,17875.95923,54550.26754,110453.2251,224,Snow,499,74512565.55,Small
Industrial,14218,Rural,1,9,10-05-2021 14:21,06-07-2023 14:21,20535988.36,10887847.03,7055290.244,2660133.877,416947.4645,1924419.608,1813919.739,157,Foggy,604,82194092.4,Large
Educational,10709,Suburban,3,16,23-09-2019 15:14,26-06-2021 15:14,24525217.02,11837447.45,4122955.277,3142919.913,581519.7952,2129907.608,1425746.205,255,Rain,801,26167025.66,Large
Infrastructure,17553,Rural,5,39,08-02-2022 13:28,20-11-2024 13:28,24281298.49,7360457.501,6697319.843,2230233.646,1042842.372,2291594.86,2860817.185,107,Storm,449,55708449.46,Large
Educational,2710,Urban,3,4,26-08-2021 21:01,02-05-2022 21:01,5032786.989,1392770.786,1415323.762,598914.0524,177688.5076,178925.523,520042.7347,215,Windy,862,56190282.79,Small
Commercial,2472,Rural,3,27,15-09-2016 06:11,10-05-2017 06:11,4340597.016,2231769.391,1090800.906,439035.6802,83901.32205,255766.0934,727566.5693,48,Windy,583,87993178.15,Small
Commercial,19812,Urban,5,21,30-03-2018 15:36,19-06-2021 15:36,28420394.91,11709761.84,8312388.913,2268782.811,1033000.009,1475011.679,3431413.35,239,Rain,906,8056907.875,Large
Educational,7636,Rural,2,48,19-06-2016 00:26,15-09-2017 00:26,15806459.57,4329528.799,6014427.604,2187800.686,771538.9782,1544627.405,1202875.693,117,Foggy,144,84779712.57,Medium
Industrial,12005,Suburban,5,13,06-09-2015 20:43,26-09-2017 20:43,15311142.99,3518134.836,2604602.381,1681650.871,477662.2518,610772.1254,2675640.902,269,Windy,489,8372000.286,Large
Residential,6265,Suburban,2,4,05-04-2015 23:04,12-05-2016 23:04,4518751.225,2436179.442,1019287.671,414075.9758,112501.0404,367381.87,694277.7187,271,Foggy,654,13446663.89,Medium
Educational,2447,Suburban,5,44,24-12-2022 18:44,04-10-2023 18:44,3498700.315,1741709.17,999614.1352,487031.6147,126918.0999,167769.9153,180861.1573,224,Windy,700,68178968.15,Small
Residential,978,Suburban,2,41,08-08-2016 09:07,02-12-2016 09:07,1647744.026,361679.5687,383105.217,183808.3694,50693.816,107749.6425,328230.9051,94,Foggy,283,8873958.03,Small
Educational,12768,Rural,1,37,11-02-2016 04:45,15-12-2017 04:45,28614441.33,14533541.67,7949670.252,4162073.91,384381.0028,2678640.062,4172921.745,274,Storm,149,5356082.304,Large
Commercial,8250,Rural,4,37,12-07-2017 06:25,03-01-2019 06:25,5536243.099,3132812.62,1245872.922,825625.594,38414.62538,480999.498,913551.9335,273,Snow,517,93787350.53,Medium
Commercial,17834,Suburban,5,38,03-04-2022 15:53,11-11-2024 15:53,12210517.02,4199976.17,3533912.801,634441.2828,478217.82,406611.6474,631360.8905,175,Storm,103,77736748.33,Large
Residential,19205,Suburban,1,21,11-12-2016 13:18,03-09-2019 13:18,36920201.91,21582958.14,6286927.003,3905206.823,1680529.554,3002375.769,2410596.544,267,Rain,505,54264302.14,Large
Educational,5767,Rural,5,12,08-04-2017 04:05,15-05-2018 04:05,10885345.45,6384414.73,1966012.033,865985.2343,64444.31003,447618.6278,1344779.653,234,Clear,273,66005595.08,Medium
Commercial,2880,Rural,5,11,25-11-2019 01:08,18-08-2020 01:08,7167262.826,2354397.973,2819664.572,845393.8181,227358.6173,398609.8352,957922.1075,95,Storm,284,916687.1458,Small
Commercial,6046,Urban,5,18,28-06-2018 19:32,12-09-2019 19:32,7943759.403,2547629.132,3095112.559,1135546.213,48490.44669,365708.8901,744998.9673,201,Snow,959,67363189.97,Medium
Residential,11617,Urban,5,42,21-06-2018 12:47,15-05-2020 12:47,20615631.06,5300825.836,6124295.9,1494407.359,942269.5102,1482764.818,2917058.782,15,Rain,793,96199604.02,Large
Infrastructure,2108,Urban,2,25,01-03-2017 07:31,26-07-2017 07:31,1812542.014,1041639.271,545249.4079,240679.0939,43317.43662,56704.94806,206339.6075,247,Storm,374,58383042.42,Small
Educational,14523,Suburban,5,20,12-03-2023 01:50,17-05-2025 01:50,15793314.19,5639833.476,5975348.695,1734699.185,680777.6392,759108.071,1267012.275,27,Windy,297,19159443.4,Large
Infrastructure,3127,Suburban,1,11,22-05-2024 23:04,19-02-2025 23:04,1437495.89,408168.7726,256919.1882,184851.7034,31001.53345,48716.53329,101712.1806,105,Storm,611,11923981.83,Small
Infrastructure,18344,Rural,5,45,15-10-2021 07:27,27-06-2024 07:27,18229211.88,7856645.238,4288764.568,1987163.03,388933.3096,1274604.354,1880945.603,106,Storm,59,23954565.18,Large
Industrial,11026,Rural,4,45,16-03-2016 13:40,06-01-2018 13:40,16387205.6,6868764.234,4404063.24,1487233.655,295248.4037,935318.5542,3139935.922,115,Windy,450,3237635.724,Large
Industrial,9506,Rural,1,12,07-05-2022 00:55,22-09-2023 00:55,11590856.74,6645942.03,2066329.734,1034789.376,362850.466,984644.7585,1709206.88,101,Windy,273,57795604.78,Medium
Commercial,14046,Urban,5,24,08-06-2019 10:55,02-10-2021 10:55,23800292.56,11729136.17,7497376.469,3172777.527,1073580.668,2026818.225,1201058.58,112,Windy,998,94365760.92,Large
Industrial,797,Rural,1,50,24-02-2022 12:59,29-05-2022 12:59,878994.0879,490198.5815,193420.6827,58811.23049,9798.014662,31838.3896,112066.3361,164,Rain,221,1408497.559,Small
Industrial,13823,Suburban,3,10,06-01-2024 21:39,19-03-2026 21:39,26927439.67,10240975.97,9565131.567,1643144.773,791202.7332,826384.6185,4504283.919,173,Clear,630,9082449.118,Large
Commercial,18051,Suburban,1,41,15-03-2018 02:24,06-12-2020 02:24,18128224.67,4758249.633,4638415.539,930628.0924,493649.6047,1423615.485,1221974.863,61,Storm,658,74052814.95,Large
Infrastructure,18661,Suburban,5,36,25-03-2017 01:49,29-01-2020 01:49,18596207.46,8432063.92,7099417.112,1265335.894,926502.4188,1705663.689,3061198.69,105,Snow,214,84223741.6,Large
